编号,片段名,文本,语言,中文,answer,selected_model,available_models,source_text_check,target_language_check
51344,电视剧7 EP28,"Seterusnya, dipersilakan pendebat ketiga pihak pencadang melakukan pertanyaan.",马来语,下面有请正方三辩进行质询,"Seterusnya, mempersilakan pendebat ketiga pencadang untuk menjalankan sesi soal balas.",dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",下面有请正方三辩进行质询,马来语
51345,电视剧7 EP28,Kamu mendefinisikan bahawa menerima realiti tidak menolak,马来语,您方定义接受现实是不拒绝,Definisi pasukan anda tentang menerima realiti adalah tidak menolak.,dev_p2_t0_rag_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",您方定义接受现实是不拒绝,马来语
51346,电视剧7 EP28,dan tidak menolak merupakan tindakan pasif.,马来语,而不拒绝是一个被动行为,Tidak menolak adalah satu tindakan pasif.,dev_p2_t0_rag_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",而不拒绝是一个被动行为,马来语
51347,电视剧7 EP28,Apa keberanian yang diperlukan untuk tindakan pasif?,马来语,请问被动行为需要什么勇气呢,Apakah keberanian diperlukan untuk bertindak secara pasif?,dev_4o_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",请问被动行为需要什么勇气呢,马来语
51348,电视剧7 EP28,Itulah sebab mengubah realiti lebih memerlukan keberanian.,马来语,所以改变现实更需要勇气啊,"Jadi, mengubah realiti lebih memerlukan keberanian.",dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",所以改变现实更需要勇气啊,马来语
51349,电视剧7 EP28,"Hari ini, perbincangan kita bukan tentang kalau-kalau pihak kamu memerlukan keberanian, tetapi membandingkan menerima realiti dan mengubah realiti.",马来语,今天讨论的不是您方需不需要勇气而是将接受现实与改变现实两者进行比较,"Hari ini, kita tidak membincangkan sama ada pihak anda memerlukan keberanian atau tidak, tetapi membandingkan antara menerima realiti dengan mengubah realiti.",dev_p2_t0_rag_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",今天讨论的不是您方需不需要勇气而是将接受现实与改变现实两者进行比较,马来语
51350,电视剧7 EP28,"Pihak kamu menerima bahawa menerima realiti memang memerlukan keberanian,",马来语,您方接受现实固然需要勇气,Pihak anda menerima realiti sememangnya memerlukan keberanian.,dev_p2_t0_rag_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",您方接受现实固然需要勇气,马来语
51351,电视剧7 EP28,"Kalau begitu, bilakah keberanian diperlukan untuk menolak?",马来语,那什么时候不拒绝也需要勇气呢,"Jadi, bilakah tidak menolak juga memerlukan keberanian?",dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",那什么时候不拒绝也需要勇气呢,马来语
51352,电视剧7 EP28,Kenapa Nan Bei bertanya banyak soalan kepada pihak lawan bagi pihak sendiri?,马来语,南北为什么对自己的持方给对手问了这么多问题啊,Mengapa Nan Bei tanya pihak lawan begitu banyak soalan tentang pendiriannya sendiri?,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",南北为什么对自己的持方给对手问了这么多问题啊,马来语
51353,电视剧7 EP28,Mungkin dia ada rancangan besar.,马来语,应该有大招,Sepatutnya ada jurus hebat.,dev_4o_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",应该有大招,马来语
51354,电视剧7 EP28,Ini dipanggil kaedah debat Sokrates.,马来语,这叫苏格拉底辩论法,Ini dipanggil kaedah perdebatan Socrates.,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",这叫苏格拉底辩论法,马来语
51355,电视剧7 EP28,"Tidak berhenti menyerang pandangan pihak lawan, berkembang menjadi persoalan berterusan sehingga munculnya hujah balas.",马来语,不断地针对对方的观点发展成延续性的提问直到出现驳论,Menyasarkan hujah pihak lawan secara berterusan dan membentuk soalan susulan sehingga munculnya hujah sanggahan.,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",不断地针对对方的观点发展成延续性的提问直到出现驳论,马来语
51356,电视剧7 EP28,"Namun, hujah itu milik pihak lawan.",马来语,可是论点是对方的呀,"Namun, hujah itu milik pihak lawan.",dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",可是论点是对方的呀,马来语
51357,电视剧7 EP28,"Contohnya, ada seorang calon temu judoh yang saya tidak suka,",马来语,比如我有一个不喜欢的相亲对象,"Contohnya, saya ada seorang calon jodoh yang tidak saya sukai.",dev_p2_t0_rag_context_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",比如我有一个不喜欢的相亲对象,马来语
51358,电视剧7 EP28,"tetapi demi air muka, saya masih pergi makan dengan dia",马来语,但是碍于面子我还是要跟她去吃饭,"Namun, demi menjaga air muka, saya tetap perlu pergi makan dengannya.",dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",但是碍于面子我还是要跟她去吃饭,马来语
51359,电视剧7 EP28,dan tidak dapat menolak.,马来语,我没有办法拒绝,Saya tidak dapat menolak.,dev_p2_t0_rag_context_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",我没有办法拒绝,马来语
51360,电视剧7 EP28,Adakah keadaan seperti itu merupakan keberanian?,马来语,这个时候是不是一种勇气,Adakah ini sejenis keberanian?,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",这个时候是不是一种勇气,马来语
51361,电视剧7 EP28,Keberanian ini digunakan untuk menolak atau proses psikologi dalam membuat keputusan?,马来语,这份勇气到底是用在不拒绝上还是用在下定决心的这个心理过程中呢,"Sebenarnya, keberanian ini digunakan untuk tidak menolak, atau digunakan dalam proses mental untuk membuat keputusan?",dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",这份勇气到底是用在不拒绝上还是用在下定决心的这个心理过程中呢,马来语
51362,电视剧7 EP28,"Proses psikologi ini merupakan tindakan inisiatif pada asasnya,",马来语,这个心理过程本身就是一个主动行为,Proses psikologi ini sendiri merupakan satu tindakan aktif.,dev_p2_t0_rag_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",这个心理过程本身就是一个主动行为,马来语
51363,电视剧7 EP28,malah keberanian hanya berfungsi pada tindakan inisiatif.,马来语,而勇气只作用于主动行为上,Manakala keberanian hanya berfungsi pada tindakan proaktif.,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",而勇气只作用于主动行为上,马来语
51364,电视剧7 EP28,Kamu mendefinisikan menerima realiti sebagai tindakan pasif.,马来语,而您方对于接受现实定义为是被动行为,Dan pihak kamu mendefinisikan menerima realiti sebagai tindakan pasif.,dev_4o_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",而您方对于接受现实定义为是被动行为,马来语
51365,电视剧7 EP28,"Itu bertentangan dengan apa yang kita bincangkan hari ini, bukan?",马来语,这和我们今天聊的难道不是背道而驰的吗,Bukankah ini bertentangan dengan apa yang kita bincangkan hari ini?,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",这和我们今天聊的难道不是背道而驰的吗,马来语
51366,电视剧7 EP28,"Masalahnya, proses psikologi dapat membimbing kami dalam tindakan realiti.",马来语,问题是心理的过程可以指导我们现实的行为,Masalahnya ialah proses psikologi boleh memandu tingkah laku kita yang sebenar.,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",问题是心理的过程可以指导我们现实的行为,马来语
51367,电视剧7 EP28,"Keadaan itu sama, bukan?",马来语,这不是一件事情吗,Bukankah ini satu perkara?,dev_p2_t0_rag_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",这不是一件事情吗,马来语
51368,电视剧7 EP28,"Tidak kira menerima realiti atau mengubah realiti, proses psikologi yang membimbing tindakan sebenar.",马来语,不论是接受现实还是改变现实都是心理过程来指导实际行动吧,"Sama ada menerima realiti atau mengubah realiti, kedua-duanya adalah proses psikologi yang membimbing tindakan praktikal.",dev_p2_t0_rag_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",不论是接受现实还是改变现实都是心理过程来指导实际行动吧,马来语
51369,电视剧7 EP28,Mata kami naik sedikit.,马来语,拉回来一点,Tarik kembali sedikit.,dev_4o_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",拉回来一点,马来语
51370,电视剧7 EP28,"Apabila kamu membuat satu keputusan yang menghadapi keadaan tidak diketahui dan sebaliknya, adakah keadaan yang tidak diketahui lebih sukar?",马来语,当你们做一个决定的时候面对未知和已知是不是未知更困难一点呢,"Apabila kamu membuat keputusan, adakah menghadapi perkara yang tidak diketahui lebih sukar berbanding yang diketahui?",dev_4o_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",当你们做一个决定的时候面对未知和已知是不是未知更困难一点呢,马来语
51371,电视剧7 EP28,"dan menekan yang kedua, saya tidak tahu apa yang akan berlaku.",马来语,第二个按下去我不知道会发生什么,Saya tak tahu apa yang akan berlaku kalau tekan yang kedua.,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",第二个按下去我不知道会发生什么,马来语
51372,电视剧7 EP28,"Dalam keadaan begini, yang diketahui lebih menakutkan daripada yang sebaliknya.",马来语,在这种情况下已知比未知更恐惧,"Dalam keadaan ini, yang diketahui lebih menakutkan daripada yang tidak diketahui.",dev_p2_t0_rag_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",在这种情况下已知比未知更恐惧,马来语
51373,电视剧7 EP28,"Dalam masyarakat, lebih banyak yang mengikut arus atau lebih banyak yang berani menghadapi cabaran?",马来语,那请问社会上随波逐流的人比较多还是勇于乘风破浪的人比较多,"Kalau begitu, saya nak tanya, dalam masyarakat, adakah orang yang hanya mengikut arus lebih ramai, atau orang yang berani menongkah arus lebih ramai?",dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",那请问社会上随波逐流的人比较多还是勇于乘风破浪的人比较多,马来语
51374,电视剧7 EP28,Yang ikut arus.,马来语,随波逐流吧,Ikut arus sahajalah.,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",随波逐流吧,马来语
51375,电视剧7 EP28,Lebih banyak yang berani mengubah realiti atau lebih banyak yang berani menerima realiti?,马来语,那敢于改变现实的人比较多还是敢于接受现实的人比较多,Lebih ramai orang yang berani mengubah realiti atau berani menerima realiti?,dev_p2_t0_rag_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",那敢于改变现实的人比较多还是敢于接受现实的人比较多,马来语
51376,电视剧7 EP28,Tidak semestinya.,马来语,这就不一定了,Itu tidak semestinya.,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",这就不一定了,马来语
51377,电视剧7 EP28,Masyarakat berkembang dengan baik.,马来语,今天社会发展良好,Pembangunan sosial hari ini berjalan dengan baik.,dev_p2_t0_rag_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",今天社会发展良好,马来语
51378,电视剧7 EP28,Kebanyakan orang daripada kita akan memilih menerima realiti.,马来语,我们绝大部分人都会选择接受现实,Kebanyakan daripada kita akan memilih untuk menerima realiti.,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",我们绝大部分人都会选择接受现实,马来语
51379,电视剧7 EP28,"Namun, 80 tahun lalu, pada zaman Perang China-Jepun Kedua, seluruh bangsa bangkit untuk melawan dan mengubah hakikat tentang penghinaan daripada penjajah Jepun, bukan?",马来语,可是八十年前抗日战争的时候难道不是全民族奋起反抗改变被日本侵略者蹂躏践踏的现实吗,"Bukankah 80 tahun lalu, semasa Perang Anti-Jepun, seluruh bangsa bangkit melawan untuk mengubah realiti dijajah dan dianiaya oleh penjajah Jepun?",dev_4o_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",可是八十年前抗日战争的时候难道不是全民族奋起反抗改变被日本侵略者蹂躏践踏的现实吗,马来语
51380,电视剧7 EP28,"Oleh itu, adakah sejarah itu menunjukkan keberanian bangsa Cina dengan jelas?",马来语,所以那段历史是不是极大彰显了中华民族的勇气呢,"Jadi, adakah sejarah itu amat menonjolkan keberanian bangsa Cina?",dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",所以那段历史是不是极大彰显了中华民族的勇气呢,马来语
51381,电视剧7 EP28,Kenapa perjuangan memerlukan keberanian?,马来语,为什么抗战需要勇气呢,Mengapa perjuangan memerlukan keberanian?,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",为什么抗战需要勇气呢,马来语
51382,电视剧7 EP28,Adakah perubahan lebih memerlukan keberanian?,马来语,是不是改变更需要勇气呢,Adakah perubahan lebih memerlukan keberanian?,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",是不是改变更需要勇气呢,马来语
51383,电视剧7 EP28,"Sudah tentu keberanian diperlukan melawan penjajah dengan berani,",马来语,敢于对抗侵略者当然需要勇气,Berani melawan penceroboh sudah tentu memerlukan keberanian.,dev_p2_t0_rag_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",敢于对抗侵略者当然需要勇气,马来语
51384,电视剧7 EP28,tetapi berani menghadapi diri sendiri dan menghadapi realiti yang sebenar merupakan keberanian yang lebih berharga.,马来语,可是敢于直面自己面对真正的现实这份勇气就更加可贵,"Namun, keberanian untuk menghadapi diri sendiri dan realiti yang sebenar adalah lebih berharga.",dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",可是敢于直面自己面对真正的现实这份勇气就更加可贵,马来语
51385,电视剧7 EP28,"Itulah sebab ketika berhadapan dengan penjajah Jepun, teori kemenangan cepat yang tergesa-gesa untuk mengubah realiti dan teori kekalahan tentang tidak dapat menerima realiti tidak dapat kekal kukuh.",马来语,这就是为什么在面对日寇之时急于改变现实的速胜论和无法接受现实的必败论都纷纷破产的原因,"Inilah sebabnya mengapa teori ""kemenangan cepat"" yang terburu-buru ingin mengubah realiti dan teori ""kekalahan pasti"" yang tidak dapat menerima realiti, kedua-duanya runtuh ketika berhadapan dengan penjajah Jepun.",dev_p2_t0_rag_context_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",这就是为什么在面对日寇之时急于改变现实的速胜论和无法接受现实的必败论都纷纷破产的原因,马来语
51386,电视剧7 EP28,Logik teori kami belum diperbaik.,马来语,我们的理论逻辑还没修补呢,Logik teori kita masih belum dibaiki.,dev_4o_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",我们的理论逻辑还没修补呢,马来语
51387,电视剧7 EP28,"Namun, pasukan kamu memang bagus.",马来语,不过你们这支队伍真的很不错,Tapi pasukan kamu ini memang sangat bagus.,dev_p2_t0_rag_context_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",不过你们这支队伍真的很不错,马来语
51388,电视剧7 EP28,Tumpukan perhatian dalam pertandingan.,马来语,专心看比赛,Fokus menonton pertandingan.,dev_p2_t0_rag_context_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",专心看比赛,马来语
51389,电视剧7 EP28,Pasukan pembangkang memohon berhenti buat sementara waktu.,马来语,现在我们反方队伍申请战术暂停,"Sekarang, pasukan pembangkang kami memohon hentian taktikal.",dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",现在我们反方队伍申请战术暂停,马来语
51390,电视剧7 EP28,Diberikan masa satu minit dan setengah.,马来语,时间为一分半钟,Masa ialah satu setengah minit.,dev_4o_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",时间为一分半钟,马来语
51391,电视剧7 EP28,Pengiraan masa akan bermula segera.,马来语,计时马上开始,Masa akan bermula sekarang.,dev_gp_en_30shot,"dev_gp_en_30shot,dev_4o_30shot,dev_p2_t0_rag_30shot,dev_p2_t0_rag_context_30shot",计时马上开始,马来语
