编号,片段名,文本,语言,中文,label,音频路径,answer
55581,电视剧6 EP12,,泰语,不想不想,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_19_04,439_00_19_05,040.wav",
55582,电视剧6 EP12,,英语,那等考完试以后再说,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_19_07,840_00_19_09,519.wav",
55583,电视剧6 EP12,,泰语,那等考完试以后再说,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_19_07,840_00_19_09,519.wav",
55584,电视剧6 EP12,,英语,也太难吃了吧,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_19_29,120_00_19_31,439.wav",
55585,电视剧6 EP12,,泰语,也太难吃了吧,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_19_29,120_00_19_31,439.wav",
55586,电视剧6 EP12,,英语,我真想问一下,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_19_31,719_00_19_32,800.wav",
55587,电视剧6 EP12,,泰语,我真想问一下,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_19_31,719_00_19_32,800.wav",
55588,电视剧6 EP12,,英语,牛啊羊啊的他们怎么靠吃这种叶子活这么多年的呀,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_19_32,800_00_19_37,439.wav",
55589,电视剧6 EP12,,泰语,牛啊羊啊的他们怎么靠吃这种叶子活这么多年的呀,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_19_32,800_00_19_37,439.wav",
55590,电视剧6 EP12,,英语,就凑合吃吧谁让你看人家其余的六块腹肌非要找回自己的马甲线的呀,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_19_39,040_00_19_44,279.wav",
55591,电视剧6 EP12,,泰语,就凑合吃吧谁让你看人家其余的六块腹肌非要找回自己的马甲线的呀,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_19_39,040_00_19_44,279.wav",
55592,电视剧6 EP12,,英语,就算你有家财万贯爱情面前人人平等,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_19_45,959_00_19_49,600.wav",
55593,电视剧6 EP12,,泰语,就算你有家财万贯爱情面前人人平等,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_19_45,959_00_19_49,600.wav",
55594,电视剧6 EP12,,英语,你反正也要学习那你少吃点,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_19_54,080_00_19_56,120.wav",
55595,电视剧6 EP12,,泰语,你反正也要学习那你少吃点,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_19_54,080_00_19_56,120.wav",
55596,电视剧6 EP12,,英语,那谁你那天不是说什么白月光吗总得有点压力吧,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_19_58,439_00_20_02,439.wav",
55597,电视剧6 EP12,,泰语,那谁你那天不是说什么白月光吗总得有点压力吧,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_19_58,439_00_20_02,439.wav",
55598,电视剧6 EP12,,英语,是的白月光,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_20_03,400_00_20_04,199.wav",
55599,电视剧6 EP12,,泰语,是的白月光,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_20_03,400_00_20_04,199.wav",
55600,电视剧6 EP12,,英语,挂天上的吗,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_20_04,719_00_20_05,479.wav",
55601,电视剧6 EP12,,泰语,挂天上的吗,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_20_04,719_00_20_05,479.wav",
55602,电视剧6 EP12,,英语,听你这意思峰回路转啦,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_20_07,719_00_20_09,519.wav",
55603,电视剧6 EP12,,泰语,听你这意思峰回路转啦,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_20_07,719_00_20_09,519.wav",
55604,电视剧6 EP12,,英语,他不喜欢唐运辉,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_20_11,040_00_20_13,160.wav",
55605,电视剧6 EP12,,泰语,他不喜欢唐运辉,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_20_11,040_00_20_13,160.wav",
55606,电视剧6 EP12,,英语,那你说的那个爱扎高马尾娇生爽朗女孩是谁啊,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_20_14,560_00_20_17,479.wav",
55607,电视剧6 EP12,,泰语,那你说的那个爱扎高马尾娇生爽朗女孩是谁啊,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_20_14,560_00_20_17,479.wav",
55608,电视剧6 EP12,,英语,总不至于是你吧,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_20_17,800_00_20_18,600.wav",
55609,电视剧6 EP12,,泰语,总不至于是你吧,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_20_17,800_00_20_18,600.wav",
55610,电视剧6 EP12,,英语,我管他是谁呢,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_20_19,320_00_20_20,199.wav",
55611,电视剧6 EP12,,泰语,我管他是谁呢,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_20_19,320_00_20_20,199.wav",
55612,电视剧6 EP12,,英语,我现在就想好好学习顺利通过转正考试然后就可以舒舒服服的过一个元旦了,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_20_20,800_00_20_26,120.wav",
55613,电视剧6 EP12,,泰语,我现在就想好好学习顺利通过转正考试然后就可以舒舒服服的过一个元旦了,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_20_20,800_00_20_26,120.wav",
55614,电视剧6 EP12,,英语,一看就是最甜的暧昧期,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_20_27,600_00_20_30,239.wav",
55615,电视剧6 EP12,,泰语,一看就是最甜的暧昧期,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_20_27,600_00_20_30,239.wav",
55616,电视剧6 EP12,,英语,我会跟你说啊你现在这个情况千万不要再往前冲了,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_20_31,160_00_20_34,239.wav",
55617,电视剧6 EP12,,泰语,我会跟你说啊你现在这个情况千万不要再往前冲了,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_20_31,160_00_20_34,239.wav",
55618,电视剧6 EP12,,英语,就主打一个游刃有余进退有度,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_20_34,519_00_20_37,479.wav",
55619,电视剧6 EP12,,泰语,就主打一个游刃有余进退有度,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_20_34,519_00_20_37,479.wav",
55620,电视剧6 EP12,,英语,互相拉扯你来我往的感觉,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_20_38,239_00_20_40,239.wav",
55621,电视剧6 EP12,,泰语,互相拉扯你来我往的感觉,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_20_38,239_00_20_40,239.wav",
55622,电视剧6 EP12,,英语,前两天不是还说嗯暧昧勾引激情缠绵的吗,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_20_41,160_00_20_45,679.wav",
55623,电视剧6 EP12,,泰语,前两天不是还说嗯暧昧勾引激情缠绵的吗,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_20_41,160_00_20_45,679.wav",
55624,电视剧6 EP12,,英语,那个时候的局面呢是你爱他但他爱她你俩都瞎,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_20_45,919_00_20_49,560.wav",
55625,电视剧6 EP12,,泰语,那个时候的局面呢是你爱他但他爱她你俩都瞎,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_20_45,919_00_20_49,560.wav",
55626,电视剧6 EP12,,英语,那不得只能让诚实的身体来帮你们找找答案了,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_20_49,959_00_20_53,400.wav",
55627,电视剧6 EP12,,泰语,那不得只能让诚实的身体来帮你们找找答案了,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_20_49,959_00_20_53,400.wav",
55628,电视剧6 EP12,,英语,现在的情况走向了一个纯爱的路线那当然得小伙慢炖,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_20_54,160_00_20_58,600.wav",
55629,电视剧6 EP12,,泰语,现在的情况走向了一个纯爱的路线那当然得小伙慢炖,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_20_54,160_00_20_58,600.wav",
55630,电视剧6 EP12,,英语,我的爱情顾问你想吃点什么,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_21_02,600_00_21_05,679.wav",
55631,电视剧6 EP12,,泰语,我的爱情顾问你想吃点什么,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_21_02,600_00_21_05,679.wav",
55632,电视剧6 EP12,,英语,你再给我说说呗,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_21_06,959_00_21_07,800.wav",
55633,电视剧6 EP12,,泰语,你再给我说说呗,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_21_06,959_00_21_07,800.wav",
55634,电视剧6 EP12,,英语,我想吃肉多给我来点肉,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_21_08,120_00_21_10,080.wav",
55635,电视剧6 EP12,,泰语,我想吃肉多给我来点肉,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_21_08,120_00_21_10,080.wav",
55636,电视剧6 EP12,,英语,你的马甲线,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_21_12,479_00_21_13,199.wav",
55637,电视剧6 EP12,,泰语,你的马甲线,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_21_12,479_00_21_13,199.wav",
55638,电视剧6 EP12,,英语,是哦还挺有成效的,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_21_13,800_00_21_15,719.wav",
55639,电视剧6 EP12,,泰语,是哦还挺有成效的,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_21_13,800_00_21_15,719.wav",
55640,电视剧6 EP12,,英语,领导定的 KPI太难完成了,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_21_24,160_00_21_27,120.wav",
55641,电视剧6 EP12,,泰语,领导定的 KPI太难完成了,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_21_24,160_00_21_27,120.wav",
55642,电视剧6 EP12,,英语,这眼看就年底了我还距目标还差了五分之一呢,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_21_27,600_00_21_32,519.wav",
55643,电视剧6 EP12,,泰语,这眼看就年底了我还距目标还差了五分之一呢,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_21_27,600_00_21_32,519.wav",
55644,电视剧6 EP12,,英语,他会不会因为这个扣我年终奖,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_21_33,279_00_21_35,120.wav",
55645,电视剧6 EP12,,泰语,他会不会因为这个扣我年终奖,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_21_33,279_00_21_35,120.wav",
55646,电视剧6 EP12,,英语,我觉得应该不会吧,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_21_35,679_00_21_37,279.wav",
55647,电视剧6 EP12,,泰语,我觉得应该不会吧,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_21_35,679_00_21_37,279.wav",
55648,电视剧6 EP12,,英语,领导刚来两个月而且之前那些亏空啊耽误的时间应该不会算在咱们头上,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_21_37,679_00_21_43,160.wav",
55649,电视剧6 EP12,,泰语,领导刚来两个月而且之前那些亏空啊耽误的时间应该不会算在咱们头上,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_21_37,679_00_21_43,160.wav",
55650,电视剧6 EP12,,英语,放心吧他不是那么不讲道理的人,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_21_43,959_00_21_46,479.wav",
55651,电视剧6 EP12,,泰语,放心吧他不是那么不讲道理的人,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_21_43,959_00_21_46,479.wav",
55652,电视剧6 EP12,,英语,理想不能光想要做,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_21_47,120_00_21_48,959.wav",
55653,电视剧6 EP12,,泰语,理想不能光想要做,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_21_47,120_00_21_48,959.wav",
55654,电视剧6 EP12,,英语,加油好好干,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_21_49,239_00_21_50,479.wav",
55655,电视剧6 EP12,,泰语,加油好好干,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_21_49,239_00_21_50,479.wav",
55656,电视剧6 EP12,,英语,许力哥这是一千万美金的存款,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_21_53,239_00_21_56,919.wav",
55657,电视剧6 EP12,,泰语,许力哥这是一千万美金的存款,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_21_53,239_00_21_56,919.wav",
55658,电视剧6 EP12,,英语,帮我签个字确认一下个人业绩,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_21_57,320_00_21_59,120.wav",
55659,电视剧6 EP12,,泰语,帮我签个字确认一下个人业绩,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_21_57,320_00_21_59,120.wav",
55660,电视剧6 EP12,,英语,这是我爸之前合作过的一个贸易公司,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_22_07,439_00_22_09,679.wav",
55661,电视剧6 EP12,,泰语,这是我爸之前合作过的一个贸易公司,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_22_07,439_00_22_09,679.wav",
55662,电视剧6 EP12,,英语,他们每天都有大额的资金往来所以呢我就联系了一下他们的财务总监挪了一部分到我们这边来结算,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_22_10,040_00_22_16,519.wav",
55663,电视剧6 EP12,,泰语,他们每天都有大额的资金往来所以呢我就联系了一下他们的财务总监挪了一部分到我们这边来结算,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_22_10,040_00_22_16,519.wav",
55664,电视剧6 EP12,,英语,哪家进出口公司啊,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_22_18,239_00_22_19,959.wav",
55665,电视剧6 EP12,,泰语,哪家进出口公司啊,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_22_18,239_00_22_19,959.wav",
55666,电视剧6 EP12,,英语,行小唐照你这个速度啊转成正式客户经理指日可待了,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_22_21,679_00_22_26,360.wav",
55667,电视剧6 EP12,,泰语,行小唐照你这个速度啊转成正式客户经理指日可待了,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_22_21,679_00_22_26,360.wav",
55668,电视剧6 EP12,,英语,那我就借许力哥吉言,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_22_26,759_00_22_28,479.wav",
55669,电视剧6 EP12,,泰语,那我就借许力哥吉言,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_22_26,759_00_22_28,479.wav",
55670,电视剧6 EP12,,英语,果然是有电台的我,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_22_33,840_00_22_35,400.wav",
55671,电视剧6 EP12,,泰语,果然是有电台的我,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_22_33,840_00_22_35,400.wav",
55672,电视剧6 EP12,,英语,一个电话就会瞬间要来一千万美金,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_22_35,880_00_22_38,439.wav",
55673,电视剧6 EP12,,泰语,一个电话就会瞬间要来一千万美金,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_22_35,880_00_22_38,439.wav",
55674,电视剧6 EP12,,英语,我之前跟江总摸了几个月人家大门都没让我们进,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_22_39,199_00_22_42,279.wav",
55675,电视剧6 EP12,,泰语,我之前跟江总摸了几个月人家大门都没让我们进,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_22_39,199_00_22_42,279.wav",
55676,电视剧6 EP12,,英语,他的背景你又不是第一天知道,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_22_42,959_00_22_45,239.wav",
55677,电视剧6 EP12,,泰语,他的背景你又不是第一天知道,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_22_42,959_00_22_45,239.wav",
55678,电视剧6 EP12,,英语,不知道他爸妈还缺不缺儿子,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_22_46,400_00_22_48,239.wav",
55679,电视剧6 EP12,,泰语,不知道他爸妈还缺不缺儿子,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_22_46,400_00_22_48,239.wav",
55680,电视剧6 EP12,,英语,你的愚蠢总是那么富有创造力,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_22_48,840_00_22_51,320.wav",
55681,电视剧6 EP12,,泰语,你的愚蠢总是那么富有创造力,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_22_48,840_00_22_51,320.wav",
55682,电视剧6 EP12,,英语,我们现在算搞小团体吗,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_22_51,519_00_22_53,560.wav",
55683,电视剧6 EP12,,泰语,我们现在算搞小团体吗,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_22_51,519_00_22_53,560.wav",
55684,电视剧6 EP12,,英语,我们这是部门师徒正常情感交流,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_22_55,360_00_22_58,320.wav",
55685,电视剧6 EP12,,泰语,我们这是部门师徒正常情感交流,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_22_55,360_00_22_58,320.wav",
55686,电视剧6 EP12,,英语,小图是我徒弟,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_22_59,040_00_23_00,670.wav",
55687,电视剧6 EP12,,泰语,小图是我徒弟,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_22_59,040_00_23_00,670.wav",
55688,电视剧6 EP12,,英语,跟你脑门子是吗,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_23_00,910_00_23_02,040_chinesetts.wav",
55689,电视剧6 EP12,,泰语,跟你脑门子是吗,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_23_00,910_00_23_02,040_chinesetts.wav",
55690,电视剧6 EP12,,英语,小唐拉了一千万存款,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_23_17,160_00_23_18,880.wav",
55691,电视剧6 EP12,,泰语,小唐拉了一千万存款,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_23_17,160_00_23_18,880.wav",
55692,电视剧6 EP12,,英语,可不得了的呀,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_23_19,910_00_23_20,950.wav",
55693,电视剧6 EP12,,泰语,可不得了的呀,测试集a,"/alg_2025_audios_final/电视剧6 EP12/电视剧6 EP12_00_23_19,910_00_23_20,950.wav",
